type,latitude,longitude,altitude (m),name,desc,kml_folder
T,39.799075034,-86.235084743,223.8,,,
T,39.799057238,-86.235084256,223.8,,,
T,39.799044438,-86.235084068,223.8,,,
T,39.799028668,-86.235083596,223.8,,,
T,39.799018637,-86.235083219,223.8,,,
T,39.799009411,-86.235083493,223.8,,,
T,39.799000156,-86.235083418,223.8,,,
T,39.798989346,-86.235082915,223.8,,,
T,39.798980169,-86.235082667,223.8,,,
T,39.798970578,-86.235082546,223.8,,,
T,39.798960550,-86.235082316,223.8,,,
T,39.798948461,-86.235081341,223.7,,,
T,39.798937830,-86.235080700,223.7,,,
T,39.798927212,-86.235080429,223.7,,,
T,39.798916694,-86.235080162,223.7,,,
T,39.798904056,-86.235079998,223.7,,,
T,39.798891370,-86.235079443,223.7,,,
T,39.798876015,-86.235078599,223.7,,,
T,39.798862452,-86.235078214,223.7,,,
T,39.798849376,-86.235077957,223.7,,,
T,39.798838517,-86.235077423,223.7,,,
T,39.798824961,-86.235076806,223.7,,,
T,39.798811722,-86.235076782,223.7,,,
T,39.798799744,-86.235076940,223.7,,,
T,39.798786772,-86.235077116,223.6,,,
T,39.798774267,-86.235077047,223.6,,,
T,39.798763444,-86.235076864,223.6,,,
T,39.798750682,-86.235076767,223.6,,,
T,39.798738011,-86.235076370,223.6,,,
T,39.798725036,-86.235076458,223.6,,,
T,39.798710264,-86.235075959,223.6,,,
T,39.798699164,-86.235076136,223.6,,,
T,39.798686576,-86.235076229,223.6,,,
T,39.798675264,-86.235075640,223.6,,,
T,39.798662685,-86.235075326,223.6,,,
T,39.798651763,-86.235075115,223.6,,,
T,39.798641303,-86.235075408,223.6,,,
T,39.798628804,-86.235075428,223.6,,,
T,39.798617085,-86.235075594,223.6,,,
T,39.798604316,-86.235075352,223.6,,,
T,39.798589545,-86.235074908,223.6,,,
T,39.798574405,-86.235074447,223.6,,,
T,39.798562028,-86.235074221,223.6,,,
T,39.798549586,-86.235074115,223.6,,,
T,39.798537954,-86.235074049,223.6,,,
T,39.798525992,-86.235074110,223.6,,,
T,39.798514596,-86.235073460,223.6,,,
T,39.798500939,-86.235073184,223.6,,,
T,39.798488773,-86.235072534,223.6,,,
T,39.798475788,-86.235071621,223.5,,,
T,39.798460609,-86.235071044,223.5,,,
T,39.798445703,-86.235070433,223.5,,,
T,39.798430603,-86.235070357,223.5,,,
T,39.798413102,-86.235069033,223.5,,,
T,39.798397532,-86.235068176,223.5,,,
T,39.798384360,-86.235067351,223.5,,,
T,39.798371618,-86.235066112,223.5,,,
T,39.798357647,-86.235064845,223.5,,,
T,39.798344208,-86.235062675,223.5,,,
T,39.798331435,-86.235060729,223.5,,,
T,39.798318700,-86.235058713,223.5,,,
T,39.798307089,-86.235057435,223.5,,,
T,39.798293922,-86.235055802,223.5,,,
T,39.798280227,-86.235054459,223.5,,,
T,39.798264018,-86.235052520,223.5,,,
T,39.798248656,-86.235051793,223.5,,,
T,39.798232195,-86.235051430,223.5,,,
T,39.798219299,-86.235051800,223.5,,,
T,39.798206043,-86.235051996,223.5,,,
T,39.798190717,-86.235051527,223.5,,,
T,39.798177796,-86.235050822,223.5,,,
T,39.798165802,-86.235050363,223.5,,,
T,39.798151468,-86.235049166,223.5,,,
T,39.798139153,-86.235048303,223.5,,,
T,39.798124421,-86.235047078,223.5,,,
T,39.798110555,-86.235046127,223.5,,,
T,39.798097670,-86.235044773,223.5,,,
T,39.798083097,-86.235043755,223.5,,,
T,39.798069869,-86.235043330,223.5,,,
T,39.798054167,-86.235041971,223.5,,,
T,39.798040103,-86.235040749,223.5,,,
T,39.798025719,-86.235039320,223.5,,,
T,39.798012191,-86.235038928,223.5,,,
T,39.798000265,-86.235039020,223.5,,,
T,39.797988765,-86.235038793,223.5,,,
T,39.797976989,-86.235039751,223.5,,,
T,39.797964675,-86.235039966,223.5,,,
T,39.797952150,-86.235040039,223.5,,,
T,39.797939529,-86.235039823,223.5,,,
T,39.797926003,-86.235039386,223.5,,,
T,39.797912967,-86.235039406,223.5,,,
T,39.797899955,-86.235039474,223.5,,,
T,39.797885617,-86.235039096,223.5,,,
T,39.797873621,-86.235038656,223.5,,,
T,39.797858914,-86.235038152,223.5,,,
T,39.797843958,-86.235037619,223.4,,,
T,39.797829992,-86.235037342,223.4,,,
T,39.797813180,-86.235037157,223.4,,,
T,39.797797818,-86.235037792,223.4,,,
T,39.797782412,-86.235038550,223.4,,,
T,39.797766642,-86.235039465,223.4,,,
T,39.797752262,-86.235040766,223.4,,,
T,39.797737354,-86.235041116,223.4,,,
T,39.797720910,-86.235041052,223.3,,,
T,39.797704055,-86.235041412,223.3,,,
T,39.797688500,-86.235041450,223.3,,,
T,39.797673367,-86.235041586,223.3,,,
T,39.797658130,-86.235041150,223.3,,,
T,39.797640676,-86.235040223,223.3,,,
T,39.797623491,-86.235038851,223.3,,,
T,39.797603491,-86.235037776,223.3,,,
T,39.797583815,-86.235037231,223.3,,,
T,39.797563351,-86.235035838,223.3,,,
T,39.797544897,-86.235034465,223.3,,,
T,39.797526128,-86.235032904,223.3,,,
T,39.797506182,-86.235029905,223.3,,,
T,39.797483406,-86.235026761,223.3,,,
T,39.797458460,-86.235024624,223.3,,,
T,39.797436119,-86.235023821,223.3,,,
T,39.797411437,-86.235022666,223.2,,,
T,39.797387305,-86.235021192,223.2,,,
T,39.797366242,-86.235019190,223.2,,,
T,39.797345129,-86.235018029,223.2,,,
T,39.797326939,-86.235017106,223.2,,,
T,39.797309855,-86.235016367,223.2,,,
T,39.797292586,-86.235016361,223.2,,,
T,39.797275729,-86.235016329,223.2,,,
T,39.797261437,-86.235016596,223.2,,,
T,39.797244310,-86.235016171,223.2,,,
T,39.797228746,-86.235016602,223.2,,,
T,39.797213810,-86.235016473,223.2,,,
T,39.797197005,-86.235016670,223.2,,,
T,39.797183199,-86.235016884,223.2,,,
T,39.797168790,-86.235017078,223.2,,,
T,39.797156739,-86.235017170,223.2,,,
T,39.797143952,-86.235017589,223.2,,,
T,39.797129213,-86.235018053,223.2,,,
T,39.797114903,-86.235017723,223.2,,,
T,39.797100379,-86.235017037,223.2,,,
T,39.797086108,-86.235016576,223.1,,,
T,39.797070868,-86.235016430,223.1,,,
T,39.797056657,-86.235016376,223.1,,,
T,39.797043954,-86.235016379,223.2,,,
T,39.797028438,-86.235015887,223.2,,,
T,39.797014035,-86.235015556,223.2,,,
T,39.796998432,-86.235015341,223.2,,,
T,39.796985307,-86.235015333,223.2,,,
T,39.796971151,-86.235014989,223.2,,,
T,39.796958686,-86.235014836,223.2,,,
T,39.796946414,-86.235014690,223.2,,,
T,39.796932134,-86.235014044,223.2,,,
T,39.796918409,-86.235013220,223.2,,,
T,39.796902468,-86.235012486,223.2,,,
T,39.796884753,-86.235011605,223.2,,,
T,39.796868144,-86.235011239,223.2,,,
T,39.796852597,-86.235011111,223.2,,,
T,39.796838131,-86.235011140,223.2,,,
T,39.796821149,-86.235010436,223.2,,,
T,39.796803857,-86.235010338,223.2,,,
T,39.796789638,-86.235010281,223.2,,,
T,39.796776251,-86.235009678,223.2,,,
T,39.796761676,-86.235009000,223.2,,,
T,39.796748231,-86.235008430,223.2,,,
T,39.796735445,-86.235008019,223.2,,,
T,39.796722693,-86.235007596,223.2,,,
T,39.796711318,-86.235007332,223.2,,,
T,39.796698669,-86.235007067,223.2,,,
T,39.796687845,-86.235006862,223.2,,,
T,39.796676169,-86.235006520,223.2,,,
T,39.796664555,-86.235006391,223.2,,,
T,39.796651907,-86.235006162,223.2,,,
T,39.796639851,-86.235005241,223.2,,,
T,39.796627286,-86.235005159,223.2,,,
T,39.796616211,-86.235004716,223.2,,,
T,39.796604992,-86.235003950,223.2,,,
T,39.796593886,-86.235003295,223.2,,,
T,39.796583151,-86.235002778,223.2,,,
T,39.796572403,-86.235002547,223.2,,,
T,39.796562866,-86.235002394,223.2,,,
T,39.796553545,-86.235001929,223.2,,,
T,39.796544068,-86.235001564,223.2,,,
T,39.796533675,-86.235000968,223.2,,,
T,39.796523365,-86.235000280,223.2,,,
T,39.796512536,-86.234999617,223.2,,,
T,39.796500348,-86.234999155,223.2,,,
T,39.796489113,-86.234998883,223.2,,,
T,39.796477676,-86.234998894,223.2,,,
T,39.796466459,-86.234998624,223.2,,,
T,39.796455768,-86.234998474,223.2,,,
T,39.796443956,-86.234998265,223.2,,,
T,39.796432872,-86.234998245,223.2,,,
T,39.796421409,-86.234997711,223.2,,,
T,39.796410741,-86.234997171,223.2,,,
T,39.796398621,-86.234997078,223.2,,,
T,39.796388180,-86.234997109,223.2,,,
T,39.796376807,-86.234996623,223.1,,,
T,39.796365316,-86.234996280,223.1,,,
T,39.796354249,-86.234996078,223.1,,,
T,39.796343765,-86.234995803,223.1,,,
T,39.796332675,-86.234995463,223.1,,,
T,39.796322978,-86.234995433,223.1,,,
T,39.796312389,-86.234995100,223.1,,,
T,39.796302117,-86.234994686,223.1,,,
T,39.796294701,-86.234994648,223.1,,,
T,39.796284761,-86.234994984,223.1,,,
T,39.796274622,-86.234995045,223.1,,,
T,39.796263108,-86.234994788,223.1,,,
T,39.796250971,-86.234994317,223.1,,,
T,39.796239748,-86.234993730,223.1,,,
T,39.796228836,-86.234993309,223.1,,,
T,39.796219366,-86.234993024,223.1,,,
T,39.796208692,-86.234992628,223.1,,,
T,39.796198150,-86.234992500,223.1,,,
T,39.796188230,-86.234992066,223.1,,,
T,39.796179563,-86.234991639,223.1,,,
T,39.796168276,-86.234991390,223.1,,,
T,39.796159005,-86.234991274,223.1,,,
T,39.796148083,-86.234991152,223.1,,,
T,39.796137346,-86.234991103,223.1,,,
T,39.796127189,-86.234990999,223.1,,,
T,39.796116446,-86.234990879,223.1,,,
T,39.796106919,-86.234990798,223.1,,,
T,39.796096452,-86.234990510,223.1,,,
T,39.796085375,-86.234989891,223.1,,,
T,39.796074868,-86.234989436,223.1,,,
T,39.796064115,-86.234989243,223.1,,,
T,39.796053531,-86.234988705,223.1,,,
T,39.796042829,-86.234988171,223.1,,,
T,39.796032672,-86.234987431,223.1,,,
T,39.796020190,-86.234987302,223.1,,,
T,39.796008923,-86.234987101,223.1,,,
T,39.795997114,-86.234986197,223.1,,,
T,39.795984909,-86.234985764,223.1,,,
T,39.795972856,-86.234985631,223.1,,,
T,39.795960875,-86.234985511,223.1,,,
T,39.795950292,-86.234984988,223.1,,,
T,39.795937859,-86.234984452,223.1,,,
T,39.795927997,-86.234984354,223.1,,,
T,39.795916316,-86.234984179,223.1,,,
T,39.795906246,-86.234984023,223.1,,,
T,39.795894459,-86.234983868,223.1,,,
T,39.795882560,-86.234983664,223.1,,,
T,39.795869758,-86.234983528,223.1,,,
T,39.795859547,-86.234983499,223.1,,,
T,39.795847914,-86.234983084,223.1,,,
T,39.795836649,-86.234982898,223.1,,,
T,39.795823923,-86.234982673,223.1,,,
T,39.795813830,-86.234982145,223.1,,,
T,39.795803953,-86.234982051,223.1,,,
T,39.795792466,-86.234981870,223.1,,,
T,39.795781240,-86.234981744,223.1,,,
T,39.795771724,-86.234981580,223.1,,,
T,39.795761723,-86.234981450,223.1,,,
T,39.795752234,-86.234981287,223.1,,,
T,39.795740888,-86.234981085,223.1,,,
T,39.795729431,-86.234981143,223.1,,,
T,39.795715992,-86.234980977,223.1,,,
T,39.795703134,-86.234980808,223.1,,,
T,39.795695017,-86.234980545,223.1,,,
T,39.795685370,-86.234980252,223.1,,,
T,39.795675341,-86.234980152,223.1,,,
T,39.795667000,-86.234979889,223.1,,,
T,39.795658154,-86.234979746,223.1,,,
T,39.795647912,-86.234979896,223.1,,,
T,39.795636740,-86.234979723,223.1,,,
T,39.795625168,-86.234979951,223.1,,,
T,39.795613956,-86.234979641,223.1,,,
T,39.795601438,-86.234979610,223.1,,,
T,39.795588840,-86.234979201,223.1,,,
T,39.795576439,-86.234978917,223.1,,,
T,39.795562196,-86.234979052,223.1,,,
T,39.795547035,-86.234979070,223.1,,,
T,39.795532266,-86.234978651,223.1,,,
T,39.795518512,-86.234978165,223.1,,,
T,39.795506200,-86.234978061,223.1,,,
T,39.795492830,-86.234977615,223.1,,,
T,39.795480036,-86.234977224,223.1,,,
T,39.795465672,-86.234976817,223.1,,,
T,39.795452254,-86.234976942,223.1,,,
T,39.795438543,-86.234977068,223.1,,,
T,39.795425715,-86.234976592,223.1,,,
T,39.795413095,-86.234976806,223.1,,,
T,39.795400558,-86.234976726,223.1,,,
T,39.795388654,-86.234976378,223.1,,,
T,39.795377657,-86.234976015,223.1,,,
T,39.795365856,-86.234975672,223.1,,,
T,39.795356161,-86.234975368,223.1,,,
T,39.795345772,-86.234975029,223.1,,,
T,39.795333565,-86.234974665,223.1,,,
T,39.795322939,-86.234974315,223.1,,,
T,39.795312098,-86.234973955,223.1,,,
T,39.795298948,-86.234973557,223.1,,,
T,39.795286488,-86.234973176,223.1,,,
T,39.795273483,-86.234972757,223.1,,,
T,39.795261274,-86.234972668,223.1,,,
T,39.795248245,-86.234972868,223.1,,,
T,39.795236766,-86.234973129,223.1,,,
T,39.795225467,-86.234972761,223.1,,,
T,39.795213189,-86.234972379,223.1,,,
T,39.795200845,-86.234971995,223.1,,,
T,39.795187856,-86.234971592,223.1,,,
T,39.795173674,-86.234971155,223.1,,,
T,39.795161587,-86.234971082,223.0,,,
T,39.795147853,-86.234970649,223.0,,,
T,39.795131569,-86.234970137,223.0,,,
T,39.795116881,-86.234969702,223.0,,,
T,39.795103566,-86.234969305,223.0,,,
T,39.795088723,-86.234969157,223.0,,,
T,39.795075330,-86.234969058,223.0,,,
T,39.795058209,-86.234968537,223.0,,,
T,39.795042819,-86.234968388,223.0,,,
T,39.795028713,-86.234968281,223.0,,,
T,39.795010013,-86.234967724,223.0,,,
T,39.794990451,-86.234967444,223.0,,,
T,39.794972332,-86.234967229,223.0,,,
T,39.794949115,-86.234966553,223.0,,,
T,39.794930180,-86.234965973,223.0,,,
T,39.794911429,-86.234965406,223.0,,,
T,39.794889099,-86.234965075,223.0,,,
T,39.794869803,-86.234965227,223.0,,,
T,39.794846279,-86.234964522,223.0,,,
T,39.794825322,-86.234963435,223.0,,,
T,39.794803676,-86.234963221,223.0,,,
T,39.794787392,-86.234962940,223.0,,,
T,39.794767663,-86.234962544,223.0,,,
T,39.794750447,-86.234962718,222.9,,,
T,39.794731669,-86.234963129,222.9,,,
T,39.794716786,-86.234963201,222.9,,,
T,39.794699725,-86.234962934,222.9,,,
T,39.794682890,-86.234963213,222.9,,,
T,39.794669403,-86.234963370,222.9,,,
T,39.794654243,-86.234963211,222.9,,,
T,39.794638225,-86.234964008,222.9,,,
T,39.794623050,-86.234964959,222.9,,,
T,39.794608215,-86.234965290,222.9,,,
T,39.794595461,-86.234965626,222.9,,,
T,39.794584967,-86.234965603,222.9,,,
T,39.794573302,-86.234966128,222.9,,,
T,39.794562131,-86.234966237,222.9,,,
T,39.794551551,-86.234966457,222.9,,,
T,39.794539602,-86.234967000,222.9,,,
T,39.794529206,-86.234967470,222.9,,,
T,39.794518771,-86.234967468,222.9,,,
T,39.794507140,-86.234967746,222.9,,,
T,39.794496404,-86.234968212,222.9,,,
T,39.794485257,-86.234968456,222.9,,,
T,39.794474250,-86.234968718,222.9,,,
T,39.794461248,-86.234969310,222.9,,,
T,39.794448793,-86.234970098,222.9,,,
T,39.794437440,-86.234971099,222.9,,,
T,39.794426598,-86.234971356,222.9,,,
T,39.794415698,-86.234971613,222.9,,,
T,39.794404493,-86.234971858,222.9,,,
T,39.794393441,-86.234972374,222.9,,,
T,39.794382357,-86.234972680,222.8,,,
T,39.794371419,-86.234973158,222.8,,,
T,39.794359841,-86.234973676,222.8,,,
T,39.794348174,-86.234973708,222.8,,,
T,39.794335849,-86.234974025,222.8,,,
T,39.794323449,-86.234974347,222.8,,,
T,39.794311135,-86.234974450,222.8,,,
T,39.794298211,-86.234974798,222.8,,,
T,39.794286693,-86.234975081,222.8,,,
T,39.794274065,-86.234974919,222.8,,,
T,39.794262969,-86.234975428,222.8,,,
T,39.794252790,-86.234975873,222.8,,,
T,39.794240476,-86.234976442,222.8,,,
T,39.794226750,-86.234976583,222.8,,,
T,39.794212569,-86.234976607,222.8,,,
T,39.794195934,-86.234976369,222.8,,,
T,39.794180404,-86.234975886,222.8,,,
T,39.794164906,-86.234975394,222.8,,,
T,39.794148932,-86.234975390,222.8,,,
T,39.794134334,-86.234975893,222.8,,,
T,39.794116309,-86.234976157,222.8,,,
T,39.794098333,-86.234975895,222.8,,,
T,39.794079845,-86.234975652,222.8,,,
T,39.794062776,-86.234976076,222.8,,,
T,39.794051666,-86.234976154,222.7,,,
T,39.794039911,-86.234975924,222.7,,,
T,39.794027603,-86.234975894,222.7,,,
T,39.794015070,-86.234975632,222.7,,,
T,39.794003229,-86.234975862,222.7,,,
T,39.793992204,-86.234975846,222.7,,,
T,39.793978604,-86.234975587,222.7,,,
T,39.793965274,-86.234975303,222.7,,,
T,39.793952476,-86.234974791,222.7,,,
T,39.793940190,-86.234974764,222.7,,,
T,39.793925094,-86.234974740,222.7,,,
T,39.793911474,-86.234974462,222.7,,,
T,39.793898557,-86.234974184,222.7,,,
T,39.793883583,-86.234973893,222.7,,,
T,39.793869667,-86.234973618,222.7,,,
T,39.793855556,-86.234973599,222.7,,,
T,39.793843882,-86.234973583,222.7,,,
T,39.793830662,-86.234973323,222.7,,,
T,39.793819573,-86.234973327,222.7,,,
T,39.793808941,-86.234973054,222.7,,,
T,39.793798130,-86.234973035,222.7,,,
T,39.793786499,-86.234973064,222.7,,,
T,39.793774945,-86.234972546,222.6,,,
T,39.793762563,-86.234972523,222.6,,,
T,39.793750668,-86.234972246,222.6,,,
T,39.793738923,-86.234972231,222.6,,,
T,39.793726143,-86.234972225,222.6,,,
T,39.793714021,-86.234971656,222.6,,,
T,39.793700717,-86.234971148,222.6,,,
T,39.793685703,-86.234971154,222.6,,,
T,39.793672547,-86.234971816,222.6,,,
T,39.793659356,-86.234971980,222.6,,,
T,39.793645145,-86.234972078,222.6,,,
T,39.793631784,-86.234972230,222.6,,,
T,39.793618199,-86.234972917,222.6,,,
T,39.793605115,-86.234973116,222.6,,,
T,39.793590892,-86.234973788,222.6,,,
T,39.793577740,-86.234974789,222.6,,,
T,39.793564387,-86.234975531,222.6,,,
T,39.793551166,-86.234975664,222.6,,,
T,39.793535280,-86.234976014,222.6,,,
T,39.793519574,-86.234976164,222.6,,,
T,39.793504786,-86.234976526,222.6,,,
T,39.793490783,-86.234976952,222.6,,,
T,39.793478457,-86.234977266,222.6,,,
T,39.793465301,-86.234977632,222.6,,,
T,39.793450964,-86.234978079,222.6,,,
T,39.793438346,-86.234978388,222.6,,,
T,39.793423703,-86.234979629,222.6,,,
T,39.793410529,-86.234980940,222.6,,,
T,39.793397545,-86.234981598,222.6,,,
T,39.793384827,-86.234981797,222.6,,,
T,39.793369923,-86.234982640,222.5,,,
T,39.793355939,-86.234982971,222.5,,,
T,39.793345184,-86.234982985,222.5,,,
T,39.793332400,-86.234983152,222.5,,,
T,39.793318796,-86.234983642,222.5,,,
T,39.793309207,-86.234983990,222.5,,,
T,39.793297573,-86.234984778,222.5,,,
T,39.793285827,-86.234985647,222.5,,,
T,39.793274124,-86.234986712,222.5,,,
T,39.793263692,-86.234987422,222.5,,,
T,39.793252454,-86.234988102,222.5,,,
T,39.793241209,-86.234988940,222.5,,,
T,39.793228951,-86.234989324,222.5,,,
T,39.793216648,-86.234990052,222.5,,,
T,39.793207361,-86.234990631,222.5,,,
T,39.793197143,-86.234990699,222.5,,,
T,39.793187340,-86.234991078,222.5,,,
T,39.793177031,-86.234991733,222.4,,,
T,39.793168127,-86.234992028,222.4,,,
T,39.793158698,-86.234992402,222.4,,,
T,39.793148001,-86.234992924,222.4,,,
T,39.793136594,-86.234993217,222.4,,,
T,39.793125807,-86.234993995,222.4,,,
T,39.793116003,-86.234994629,222.4,,,
T,39.793106530,-86.234995317,222.4,,,
T,39.793096827,-86.234995560,222.4,,,
T,39.793086975,-86.234995801,222.4,,,
T,39.793077247,-86.234995825,222.4,,,
T,39.793067076,-86.234995535,222.4,,,
T,39.793055719,-86.234995972,222.4,,,
T,39.793043601,-86.234996124,222.4,,,
T,39.793033009,-86.234995846,222.4,,,
T,39.793021995,-86.234995592,222.4,,,
T,39.793011150,-86.234995372,222.4,,,
T,39.792997570,-86.234994734,222.4,,,
T,39.792982484,-86.234994043,222.4,,,
T,39.792967259,-86.234993202,222.4,,,
T,39.792951648,-86.234991605,222.4,,,
T,39.792934026,-86.234988920,222.4,,,
T,39.792917757,-86.234986273,222.4,,,
T,39.792898558,-86.234983510,222.4,,,
T,39.792879695,-86.234979094,222.4,,,
T,39.792855153,-86.234973266,222.4,,,
T,39.792833515,-86.234967558,222.4,,,
T,39.792813326,-86.234961085,222.4,,,
T,39.792795463,-86.234954862,222.4,,,
T,39.792780448,-86.234948595,222.4,,,
T,39.792766523,-86.234942087,222.4,,,
T,39.792752178,-86.234935261,222.4,,,
T,39.792736417,-86.234926786,222.3,,,
T,39.792722212,-86.234918536,222.3,,,
T,39.792710805,-86.234910948,222.3,,,
T,39.792698689,-86.234902636,222.3,,,
T,39.792685888,-86.234893242,222.3,,,
T,39.792672000,-86.234883115,222.3,,,
T,39.792658183,-86.234872554,222.3,,,
T,39.792645654,-86.234862957,222.3,,,
T,39.792633428,-86.234852977,222.3,,,
T,39.792619401,-86.234841297,222.3,,,
T,39.792601695,-86.234826148,222.3,,,
T,39.792583253,-86.234809282,222.3,,,
T,39.792562499,-86.234790160,222.3,,,
T,39.792538999,-86.234767644,222.3,,,
T,39.792517379,-86.234746701,222.4,,,
T,39.792500272,-86.234729276,222.4,,,
T,39.792484658,-86.234710857,222.4,,,
T,39.792468761,-86.234692409,222.3,,,
T,39.792452692,-86.234672756,222.3,,,
T,39.792438529,-86.234653955,222.3,,,
T,39.792425556,-86.234636678,222.3,,,
T,39.792413115,-86.234618405,222.3,,,
T,39.792401262,-86.234600599,222.3,,,
T,39.792389557,-86.234581290,222.3,,,
T,39.792380119,-86.234564287,222.3,,,
T,39.792371216,-86.234547916,222.3,,,
T,39.792363332,-86.234532536,222.3,,,
T,39.792355951,-86.234517875,222.3,,,
T,39.792349722,-86.234505255,222.3,,,
T,39.792342919,-86.234490180,222.3,,,
T,39.792335963,-86.234473578,222.3,,,
T,39.792328209,-86.234454996,222.3,,,
T,39.792321028,-86.234436102,222.3,,,
T,39.792315564,-86.234420730,222.3,,,
T,39.792310741,-86.234405615,222.3,,,
T,39.792305256,-86.234387504,222.3,,,
T,39.792300031,-86.234370792,222.3,,,
T,39.792294904,-86.234352297,222.3,,,
T,39.792290354,-86.234334209,222.3,,,
T,39.792286607,-86.234317134,222.3,,,
T,39.792283493,-86.234300953,222.3,,,
T,39.792280116,-86.234284196,222.3,,,
T,39.792276874,-86.234266391,222.3,,,
T,39.792274063,-86.234249658,222.3,,,
T,39.792271531,-86.234233152,222.3,,,
T,39.792269092,-86.234215207,222.3,,,
T,39.792266702,-86.234198160,222.3,,,
T,39.792264880,-86.234182955,222.3,,,
T,39.792263126,-86.234167526,222.3,,,
T,39.792261647,-86.234151801,222.3,,,
T,39.792260395,-86.234134534,222.3,,,
T,39.792258970,-86.234114853,222.3,,,
T,39.792258014,-86.234096202,222.3,,,
T,39.792257741,-86.234078348,222.3,,,
T,39.792257688,-86.234060735,222.3,,,
T,39.792257785,-86.234045459,222.3,,,
T,39.792257604,-86.234030305,222.3,,,
T,39.792257630,-86.234014473,222.3,,,
T,39.792258181,-86.234000381,222.3,,,
T,39.792258681,-86.233984657,222.3,,,
T,39.792258653,-86.233970447,222.3,,,
T,39.792260252,-86.233958493,222.3,,,
T,39.792261698,-86.233945520,222.3,,,
T,39.792263491,-86.233931262,222.3,,,
T,39.792265256,-86.233916269,222.3,,,
T,39.792266593,-86.233902420,222.3,,,
T,39.792268213,-86.233886632,222.2,,,
T,39.792270265,-86.233872728,222.2,,,
T,39.792272345,-86.233857618,222.2,,,
T,39.792274243,-86.233844353,222.2,,,
T,39.792276066,-86.233831486,222.2,,,
T,39.792277670,-86.233819450,222.2,,,
T,39.792279674,-86.233806818,222.2,,,
T,39.792281538,-86.233795893,222.2,,,
T,39.792283236,-86.233785022,222.2,,,
T,39.792285179,-86.233772674,222.2,,,
T,39.792287043,-86.233760935,222.2,,,
T,39.792288756,-86.233749721,222.2,,,
T,39.792290573,-86.233738518,222.2,,,
T,39.792292596,-86.233725153,222.2,,,
T,39.792294711,-86.233712986,222.2,,,
T,39.792296859,-86.233699914,222.2,,,
T,39.792299121,-86.233685973,222.2,,,
T,39.792301503,-86.233672157,222.3,,,
T,39.792303866,-86.233658010,222.3,,,
T,39.792306201,-86.233644289,222.3,,,
T,39.792307185,-86.233631066,222.3,,,
T,39.792308386,-86.233614096,222.3,,,
T,39.792309017,-86.233598693,222.3,,,
T,39.792309589,-86.233584075,222.3,,,
T,39.792310274,-86.233568367,222.3,,,
T,39.792309482,-86.233554331,222.2,,,
T,39.792308158,-86.233538672,222.2,,,
T,39.792306044,-86.233525319,222.2,,,
T,39.792304368,-86.233513610,222.2,,,
T,39.792301993,-86.233501671,222.2,,,
T,39.792298820,-86.233490187,222.2,,,
T,39.792295675,-86.233478341,222.2,,,
T,39.792290665,-86.233464399,222.2,,,
T,39.792284024,-86.233449492,222.2,,,
T,39.792277818,-86.233436187,222.2,,,
T,39.792272058,-86.233423810,222.2,,,
T,39.792266227,-86.233411374,222.2,,,
T,39.792258742,-86.233396603,222.2,,,
T,39.792251078,-86.233382877,222.2,,,
T,39.792244369,-86.233371017,222.2,,,
T,39.792237954,-86.233359940,222.2,,,
T,39.792229611,-86.233345992,222.2,,,
T,39.792222347,-86.233333289,222.2,,,
T,39.792215687,-86.233321133,222.1,,,
T,39.792210098,-86.233310738,222.1,,,
T,39.792203073,-86.233298350,222.1,,,
T,39.792196825,-86.233287758,222.1,,,
T,39.792190246,-86.233277087,222.1,,,
T,39.792184391,-86.233267095,222.1,,,
T,39.792178012,-86.233257112,222.1,,,
T,39.792171716,-86.233247615,222.1,,,
T,39.792164916,-86.233237421,222.1,,,
T,39.792157808,-86.233225333,222.0,,,
T,39.792150207,-86.233215626,222.0,,,
T,39.792142441,-86.233206211,222.0,,,
T,39.792133671,-86.233195588,222.0,,,
T,39.792124577,-86.233183741,222.0,,,
T,39.792115020,-86.233172188,222.0,,,
T,39.792107218,-86.233164196,222.0,,,
T,39.792099003,-86.233155342,222.0,,,
T,39.792088916,-86.233143653,222.0,,,
T,39.792081549,-86.233135763,222.0,,,
T,39.792074105,-86.233127428,222.0,,,
T,39.792063744,-86.233116341,222.0,,,
T,39.792055517,-86.233108363,222.0,,,
T,39.792047624,-86.233100063,222.0,,,
T,39.792038286,-86.233090937,222.0,,,
T,39.792029274,-86.233081471,222.0,,,
T,39.792017640,-86.233070863,222.0,,,
T,39.792008080,-86.233061574,222.1,,,
T,39.791999241,-86.233054089,222.1,,,
T,39.791988976,-86.233044863,222.1,,,
T,39.791978930,-86.233036397,222.1,,,
T,39.791969856,-86.233028899,222.1,,,
T,39.791959592,-86.233020614,222.1,,,
T,39.791949534,-86.233011376,222.1,,,
T,39.791938278,-86.233001195,222.1,,,
T,39.791928061,-86.232992321,222.1,,,
T,39.791915447,-86.232983509,222.1,,,
T,39.791899912,-86.232972557,222.1,,,
T,39.791885681,-86.232961022,222.1,,,
T,39.791872982,-86.232950589,222.1,,,
T,39.791859017,-86.232939936,222.0,,,
T,39.791845015,-86.232927668,222.0,,,
T,39.791832075,-86.232915116,222.0,,,
T,39.791819561,-86.232902154,222.0,,,
T,39.791806964,-86.232888498,222.0,,,
T,39.791795574,-86.232875970,222.0,,,
T,39.791783295,-86.232862122,222.0,,,
T,39.791770368,-86.232847373,222.0,,,
